50.00  ,  229.00  ,  178.00  ,  156.00  ,  185.00  ,  70.00  ,  
118.00  ,  133.00  ,  171.00  ,  159.00  ,  183.00  ,  70.00  ,  
160.00  ,  86.00  ,  167.00  ,  160.00  ,  181.00  ,  67.00  ,  
208.00  ,  90.00  ,  156.00  ,  166.00  ,  179.00  ,  63.00  ,  
198.00  ,  83.00  ,  144.00  ,  166.00  ,  179.00  ,  64.00  ,  
110.00  ,  107.00  ,  136.00  ,  163.00  ,  181.00  ,  67.00  ,  
23.00  ,  132.00  ,  136.00  ,  169.00  ,  178.00  ,  67.00  ,  
47.00  ,  141.00  ,  144.00  ,  163.00  ,  177.00  ,  68.00  ,  
130.00  ,  161.00  ,  153.00  ,  165.00  ,  178.00  ,  68.00  ,  
190.00  ,  178.00  ,  168.00  ,  167.00  ,  177.00  ,  68.00  ,  
145.00  ,  179.00  ,  175.00  ,  158.00  ,  174.00  ,  67.00  ,  
58.00  ,  177.00  ,  182.00  ,  158.00  ,  169.00  ,  62.00  ,  